Circuit name,Transfection group,Contents,Concentration (ng/uL),DNA wanted (ng)
TiltedPool,X1,eBFP2,50,50
TiltedPool,X1,PgU,50,200
TiltedPool,X1,PgU_rec_mNeonGreen,50,50
TiltedPool,X2,mKO2,50,50
TiltedPool,X2,PgU,50,50
TiltedPool,X2,PgU_rec_mNeonGreen,50,200
