Circuit name,Transfection group,Contents,Concentration (ng/uL),DNA wanted (ng)
JKScircuit,X1,eBFP2,50,100
JKScircuit,X1,PgU,50,200
JKScircuit,X1,Csy4_rec_mNeonGreen,50,50
JKScircuit,X2,mKO2,50,100
JKScircuit,X2,Csy4,50,50
JKScircuit,X2,PgU_rec_mNeonGreen,50,100
