Circuit name,Transfection group,Contents,Concentration (ng/uL),DNA wanted (ng)
DoubleStrike,X1,eBFP2,50,100
DoubleStrike,X1,CasE,50,80
DoubleStrike,X1,PgU_rec_mNeonGreen,50,60
DoubleStrike,X1,Csy4_rec_mNeonGreen,50,60
DoubleStrike,X2,mKO2,50,100
DoubleStrike,X2,PgU,50,80
DoubleStrike,X2,Csy4,50,80
DoubleStrike,X2,CasE_rec_mNeonGreen,50,60
